ID,Nome,Preço,Quantidade em Estoque
53521,Produto 53521,572.48,30
53522,Produto 53522,100.87,94
53523,Produto 53523,979.86,93
53524,Produto 53524,704.79,93
53525,Produto 53525,121.34,56
53526,Produto 53526,473.89,29
53527,Produto 53527,583.7,15
53528,Produto 53528,391.63,57
53529,Produto 53529,878.02,60
53530,Produto 53530,917.92,49
53531,Produto 53531,124.63,23
53532,Produto 53532,462.38,54
53533,Produto 53533,421.45,56
53534,Produto 53534,170.19,28
53535,Produto 53535,540.01,29
53536,Produto 53536,105.1,50
53537,Produto 53537,841.02,4
53538,Produto 53538,754.21,62
53539,Produto 53539,742.55,96
53540,Produto 53540,379.5,70
53541,Produto 53541,922.91,35
53542,Produto 53542,458.66,16
53543,Produto 53543,615.17,32
53544,Produto 53544,34.16,82
53545,Produto 53545,918.98,20
53546,Produto 53546,214.16,13
53547,Produto 53547,59.71,74
53548,Produto 53548,39.77,43
53549,Produto 53549,358.2,43
53550,Produto 53550,274.35,92
53551,Produto 53551,445.39,54
53552,Produto 53552,225.26,46
53553,Produto 53553,739.1,26
53554,Produto 53554,313.61,31
53555,Produto 53555,285.57,56
53556,Produto 53556,705.36,79
53557,Produto 53557,736.7,80
53558,Produto 53558,454.86,55
53559,Produto 53559,652.8,75
53560,Produto 53560,165.18,45
53561,Produto 53561,100.86,92
53562,Produto 53562,306.38,26
53563,Produto 53563,729.75,54
53564,Produto 53564,493.93,50
53565,Produto 53565,164.02,18
53566,Produto 53566,174.65,85
53567,Produto 53567,486.05,93
53568,Produto 53568,28.48,63
53569,Produto 53569,831.84,42
53570,Produto 53570,975.84,17
53571,Produto 53571,294.72,88
53572,Produto 53572,115.03,48
53573,Produto 53573,732.06,92
53574,Produto 53574,653.24,70
53575,Produto 53575,592.91,57
53576,Produto 53576,448.03,97
53577,Produto 53577,914.97,40
53578,Produto 53578,447.41,15
53579,Produto 53579,270.5,2
53580,Produto 53580,64.11,81
53581,Produto 53581,990.87,100
53582,Produto 53582,106.58,53
53583,Produto 53583,204.63,66
53584,Produto 53584,622.24,36
53585,Produto 53585,366.04,98
53586,Produto 53586,298.87,54
53587,Produto 53587,934.85,19
53588,Produto 53588,315.71,50
53589,Produto 53589,745.07,71
53590,Produto 53590,139.43,27
53591,Produto 53591,929.66,7
53592,Produto 53592,467.29,67
53593,Produto 53593,772.64,54
53594,Produto 53594,186.82,44
53595,Produto 53595,53.97,54
53596,Produto 53596,78.76,2
53597,Produto 53597,343.92,13
53598,Produto 53598,860.75,35
53599,Produto 53599,814.11,93
53600,Produto 53600,906.95,59
53601,Produto 53601,162.32,27
53602,Produto 53602,146.19,48
53603,Produto 53603,855.01,97
53604,Produto 53604,484.16,50
53605,Produto 53605,55.0,80
53606,Produto 53606,830.1,49
53607,Produto 53607,614.5,5
53608,Produto 53608,154.83,45
53609,Produto 53609,435.22,90
53610,Produto 53610,773.69,21
53611,Produto 53611,614.45,53
53612,Produto 53612,669.6,33
53613,Produto 53613,865.87,83
53614,Produto 53614,847.09,53
53615,Produto 53615,683.26,36
53616,Produto 53616,780.67,95
53617,Produto 53617,289.99,35
53618,Produto 53618,462.97,18
53619,Produto 53619,20.85,21
53620,Produto 53620,877.65,6
53621,Produto 53621,446.13,5
53622,Produto 53622,106.94,86
53623,Produto 53623,478.41,6
53624,Produto 53624,883.96,75
53625,Produto 53625,919.63,94
53626,Produto 53626,41.06,15
53627,Produto 53627,867.64,54
53628,Produto 53628,267.36,25
53629,Produto 53629,229.16,51
53630,Produto 53630,228.9,12
53631,Produto 53631,718.22,37
53632,Produto 53632,133.87,69
53633,Produto 53633,363.27,6
53634,Produto 53634,380.33,66
53635,Produto 53635,690.56,77
53636,Produto 53636,175.91,8
53637,Produto 53637,214.19,98
53638,Produto 53638,944.18,49
53639,Produto 53639,815.68,86
53640,Produto 53640,405.09,60
53641,Produto 53641,805.03,15
53642,Produto 53642,768.87,69
53643,Produto 53643,275.47,9
53644,Produto 53644,154.48,17
53645,Produto 53645,323.97,48
53646,Produto 53646,648.57,96
53647,Produto 53647,745.15,84
53648,Produto 53648,634.66,88
53649,Produto 53649,636.26,37
53650,Produto 53650,741.77,60
53651,Produto 53651,66.25,33
53652,Produto 53652,709.05,81
53653,Produto 53653,300.02,70
53654,Produto 53654,960.24,89
53655,Produto 53655,480.21,60
53656,Produto 53656,696.77,48
53657,Produto 53657,551.35,7
53658,Produto 53658,806.33,3
53659,Produto 53659,376.91,62
53660,Produto 53660,520.7,66
53661,Produto 53661,43.36,43
53662,Produto 53662,155.4,90
53663,Produto 53663,502.29,78
53664,Produto 53664,926.6,78
53665,Produto 53665,707.19,79
53666,Produto 53666,31.14,60
53667,Produto 53667,92.7,77
53668,Produto 53668,619.66,28
53669,Produto 53669,64.97,25
53670,Produto 53670,873.61,3
53671,Produto 53671,839.56,82
53672,Produto 53672,585.91,94
53673,Produto 53673,827.05,90
53674,Produto 53674,658.87,33
53675,Produto 53675,899.53,2
53676,Produto 53676,849.78,20
53677,Produto 53677,692.63,99
53678,Produto 53678,404.15,39
53679,Produto 53679,754.78,67
53680,Produto 53680,448.24,18
53681,Produto 53681,245.82,81
53682,Produto 53682,972.63,37
53683,Produto 53683,728.18,63
53684,Produto 53684,758.29,38
53685,Produto 53685,653.24,45
53686,Produto 53686,291.4,24
53687,Produto 53687,376.56,30
53688,Produto 53688,935.6,90
53689,Produto 53689,43.16,95
53690,Produto 53690,447.6,69
53691,Produto 53691,49.22,38
53692,Produto 53692,772.02,72
53693,Produto 53693,473.16,9
53694,Produto 53694,932.44,28
53695,Produto 53695,88.81,86
53696,Produto 53696,471.81,11
53697,Produto 53697,661.26,18
53698,Produto 53698,779.83,15
53699,Produto 53699,901.24,31
53700,Produto 53700,685.87,40
53701,Produto 53701,132.29,88
53702,Produto 53702,590.82,39
53703,Produto 53703,581.22,44
53704,Produto 53704,798.26,97
53705,Produto 53705,732.01,93
53706,Produto 53706,755.97,72
53707,Produto 53707,196.66,52
53708,Produto 53708,667.13,27
53709,Produto 53709,315.91,21
53710,Produto 53710,820.81,100
53711,Produto 53711,812.85,51
53712,Produto 53712,246.37,25
53713,Produto 53713,412.75,69
53714,Produto 53714,925.06,55
53715,Produto 53715,446.66,45
53716,Produto 53716,34.44,56
53717,Produto 53717,214.96,25
53718,Produto 53718,470.85,71
53719,Produto 53719,466.88,79
53720,Produto 53720,667.06,12
53721,Produto 53721,299.24,8
53722,Produto 53722,248.04,72
53723,Produto 53723,106.59,40
53724,Produto 53724,136.92,2
53725,Produto 53725,851.78,85
53726,Produto 53726,81.91,12
53727,Produto 53727,709.33,73
53728,Produto 53728,286.27,98
53729,Produto 53729,279.14,11
53730,Produto 53730,705.48,62
53731,Produto 53731,377.7,85
53732,Produto 53732,591.98,68
53733,Produto 53733,667.72,2
53734,Produto 53734,827.54,71
53735,Produto 53735,650.88,39
53736,Produto 53736,516.18,88
53737,Produto 53737,501.92,44
53738,Produto 53738,300.57,97
53739,Produto 53739,103.47,35
53740,Produto 53740,999.27,28
53741,Produto 53741,818.13,94
53742,Produto 53742,815.61,86
53743,Produto 53743,326.8,73
53744,Produto 53744,41.28,56
53745,Produto 53745,404.41,94
53746,Produto 53746,255.89,23
53747,Produto 53747,997.5,65
53748,Produto 53748,657.46,11
53749,Produto 53749,182.0,36
53750,Produto 53750,468.0,47
53751,Produto 53751,218.18,19
53752,Produto 53752,471.91,36
53753,Produto 53753,986.47,48
53754,Produto 53754,37.58,27
53755,Produto 53755,559.27,29
53756,Produto 53756,182.4,12
53757,Produto 53757,230.44,65
53758,Produto 53758,449.2,90
53759,Produto 53759,623.83,22
53760,Produto 53760,95.99,32
53761,Produto 53761,731.05,67
53762,Produto 53762,69.8,81
53763,Produto 53763,451.28,15
53764,Produto 53764,887.8,12
53765,Produto 53765,535.92,80
53766,Produto 53766,249.5,35
53767,Produto 53767,429.66,26
53768,Produto 53768,447.27,82
53769,Produto 53769,514.5,29
53770,Produto 53770,644.12,76
53771,Produto 53771,332.97,66
53772,Produto 53772,628.24,49
53773,Produto 53773,535.0,99
53774,Produto 53774,552.89,98
53775,Produto 53775,398.32,32
53776,Produto 53776,441.29,52
53777,Produto 53777,895.81,55
53778,Produto 53778,227.8,63
53779,Produto 53779,993.06,2
53780,Produto 53780,25.83,25
53781,Produto 53781,305.74,41
53782,Produto 53782,527.14,32
53783,Produto 53783,542.96,16
53784,Produto 53784,626.73,49
53785,Produto 53785,42.53,69
53786,Produto 53786,272.51,67
53787,Produto 53787,224.87,96
53788,Produto 53788,486.34,44
53789,Produto 53789,62.66,96
53790,Produto 53790,586.35,92
53791,Produto 53791,26.15,75
53792,Produto 53792,18.33,95
53793,Produto 53793,237.75,75
53794,Produto 53794,677.54,40
53795,Produto 53795,620.36,13
53796,Produto 53796,856.5,51
53797,Produto 53797,116.97,26
53798,Produto 53798,889.29,99
53799,Produto 53799,526.41,19
53800,Produto 53800,876.77,9
53801,Produto 53801,142.86,67
53802,Produto 53802,63.17,17
53803,Produto 53803,625.21,52
53804,Produto 53804,744.46,85
53805,Produto 53805,322.35,40
53806,Produto 53806,751.76,1
53807,Produto 53807,370.48,40
53808,Produto 53808,990.18,7
53809,Produto 53809,172.24,64
53810,Produto 53810,53.35,20
53811,Produto 53811,890.73,88
53812,Produto 53812,811.13,47
53813,Produto 53813,42.78,70
53814,Produto 53814,342.34,35
53815,Produto 53815,410.7,62
53816,Produto 53816,529.68,100
53817,Produto 53817,511.69,48
53818,Produto 53818,931.5,100
53819,Produto 53819,96.8,71
53820,Produto 53820,532.45,24
53821,Produto 53821,696.37,1
53822,Produto 53822,294.77,97
53823,Produto 53823,863.21,34
53824,Produto 53824,633.01,64
53825,Produto 53825,967.47,100
53826,Produto 53826,383.57,12
53827,Produto 53827,113.4,61
53828,Produto 53828,683.49,36
53829,Produto 53829,792.04,61
53830,Produto 53830,874.76,46
53831,Produto 53831,580.78,42
53832,Produto 53832,26.94,74
53833,Produto 53833,869.57,95
53834,Produto 53834,8.16,13
53835,Produto 53835,141.39,72
53836,Produto 53836,563.8,21
53837,Produto 53837,522.59,35
53838,Produto 53838,984.31,26
53839,Produto 53839,310.28,57
53840,Produto 53840,766.39,65
53841,Produto 53841,938.17,95
53842,Produto 53842,582.45,97
53843,Produto 53843,259.12,4
53844,Produto 53844,581.29,60
53845,Produto 53845,422.79,47
53846,Produto 53846,883.79,100
53847,Produto 53847,19.14,72
53848,Produto 53848,896.79,39
53849,Produto 53849,509.1,1
53850,Produto 53850,333.64,5
53851,Produto 53851,411.7,28
53852,Produto 53852,613.1,43
53853,Produto 53853,139.89,6
53854,Produto 53854,549.31,89
53855,Produto 53855,808.41,41
53856,Produto 53856,207.84,86
53857,Produto 53857,201.08,88
53858,Produto 53858,553.54,91
53859,Produto 53859,103.36,61
53860,Produto 53860,32.19,41
53861,Produto 53861,266.87,58
53862,Produto 53862,110.64,56
53863,Produto 53863,137.45,40
53864,Produto 53864,103.59,5
53865,Produto 53865,388.21,66
53866,Produto 53866,226.02,47
53867,Produto 53867,6.65,6
53868,Produto 53868,549.17,82
53869,Produto 53869,851.46,58
53870,Produto 53870,831.2,90
53871,Produto 53871,419.2,4
53872,Produto 53872,503.14,53
53873,Produto 53873,798.46,77
53874,Produto 53874,953.76,98
53875,Produto 53875,559.76,66
53876,Produto 53876,832.2,27
53877,Produto 53877,659.34,99
53878,Produto 53878,425.66,95
53879,Produto 53879,499.48,78
53880,Produto 53880,280.33,41
53881,Produto 53881,751.09,99
53882,Produto 53882,812.67,68
53883,Produto 53883,552.73,45
53884,Produto 53884,45.79,75
53885,Produto 53885,333.79,27
53886,Produto 53886,363.18,54
53887,Produto 53887,923.73,6
53888,Produto 53888,96.15,93
53889,Produto 53889,689.14,62
53890,Produto 53890,37.49,84
53891,Produto 53891,893.87,39
53892,Produto 53892,180.18,88
53893,Produto 53893,332.19,22
53894,Produto 53894,106.01,97
53895,Produto 53895,343.71,91
53896,Produto 53896,147.14,14
53897,Produto 53897,365.79,70
53898,Produto 53898,773.37,33
53899,Produto 53899,58.81,61
53900,Produto 53900,650.79,96
53901,Produto 53901,907.08,31
53902,Produto 53902,675.95,7
53903,Produto 53903,937.85,27
53904,Produto 53904,91.33,51
53905,Produto 53905,283.01,89
53906,Produto 53906,614.12,84
53907,Produto 53907,261.09,99
53908,Produto 53908,511.9,73
53909,Produto 53909,141.52,32
53910,Produto 53910,791.75,82
53911,Produto 53911,316.5,77
53912,Produto 53912,586.6,68
53913,Produto 53913,44.09,100
53914,Produto 53914,60.51,92
53915,Produto 53915,408.5,43
53916,Produto 53916,267.5,28
53917,Produto 53917,881.22,58
53918,Produto 53918,810.71,96
53919,Produto 53919,266.33,60
53920,Produto 53920,20.64,19
53921,Produto 53921,453.02,68
53922,Produto 53922,897.82,16
53923,Produto 53923,97.83,60
53924,Produto 53924,451.52,72
53925,Produto 53925,627.08,73
53926,Produto 53926,887.09,18
53927,Produto 53927,60.36,49
53928,Produto 53928,417.44,90
53929,Produto 53929,117.62,76
53930,Produto 53930,295.06,7
53931,Produto 53931,514.89,85
53932,Produto 53932,34.97,99
53933,Produto 53933,427.87,3
53934,Produto 53934,882.18,15
53935,Produto 53935,507.54,50
53936,Produto 53936,93.91,38
53937,Produto 53937,422.66,34
53938,Produto 53938,817.95,30
53939,Produto 53939,12.37,56
53940,Produto 53940,680.4,78
53941,Produto 53941,809.21,19
53942,Produto 53942,419.72,72
53943,Produto 53943,493.6,54
53944,Produto 53944,563.74,77
53945,Produto 53945,118.58,36
53946,Produto 53946,609.79,6
53947,Produto 53947,967.79,20
53948,Produto 53948,730.32,55
53949,Produto 53949,467.11,19
53950,Produto 53950,290.89,52
53951,Produto 53951,140.96,45
53952,Produto 53952,282.25,19
53953,Produto 53953,282.26,10
53954,Produto 53954,975.59,45
53955,Produto 53955,718.94,11
53956,Produto 53956,481.98,42
53957,Produto 53957,714.17,24
53958,Produto 53958,30.45,79
53959,Produto 53959,296.23,34
53960,Produto 53960,535.75,73
53961,Produto 53961,865.11,100
53962,Produto 53962,25.85,26
53963,Produto 53963,288.18,52
53964,Produto 53964,237.65,15
53965,Produto 53965,232.13,63
53966,Produto 53966,285.98,56
53967,Produto 53967,113.58,76
53968,Produto 53968,846.08,80
53969,Produto 53969,148.84,84
53970,Produto 53970,882.1,26
53971,Produto 53971,300.78,2
53972,Produto 53972,494.19,77
53973,Produto 53973,573.93,32
53974,Produto 53974,759.48,47
53975,Produto 53975,596.73,37
53976,Produto 53976,446.41,42
53977,Produto 53977,207.95,65
53978,Produto 53978,527.58,77
53979,Produto 53979,715.04,26
53980,Produto 53980,676.38,10
53981,Produto 53981,980.23,90
53982,Produto 53982,599.63,44
53983,Produto 53983,724.56,52
53984,Produto 53984,451.49,94
53985,Produto 53985,99.09,59
53986,Produto 53986,195.99,5
53987,Produto 53987,915.52,76
53988,Produto 53988,284.82,56
53989,Produto 53989,871.36,50
53990,Produto 53990,859.33,68
53991,Produto 53991,526.27,32
53992,Produto 53992,333.4,91
53993,Produto 53993,926.46,37
53994,Produto 53994,216.35,1
53995,Produto 53995,774.52,54
53996,Produto 53996,614.06,79
53997,Produto 53997,69.03,51
53998,Produto 53998,23.48,88
53999,Produto 53999,966.91,6
54000,Produto 54000,388.56,5
54001,Produto 54001,581.15,53
54002,Produto 54002,793.62,32
54003,Produto 54003,818.01,93
54004,Produto 54004,217.57,53
54005,Produto 54005,428.03,31
54006,Produto 54006,527.23,32
54007,Produto 54007,210.98,11
54008,Produto 54008,730.84,90
54009,Produto 54009,949.4,68
54010,Produto 54010,70.99,99
54011,Produto 54011,709.33,45
54012,Produto 54012,950.32,100
54013,Produto 54013,369.05,77
54014,Produto 54014,916.81,70
54015,Produto 54015,993.34,34
54016,Produto 54016,295.36,18
54017,Produto 54017,465.97,14
54018,Produto 54018,459.36,25
54019,Produto 54019,601.02,63
54020,Produto 54020,769.11,65
54021,Produto 54021,39.54,100
54022,Produto 54022,970.91,81
54023,Produto 54023,585.04,89
54024,Produto 54024,292.85,91
54025,Produto 54025,11.43,84
54026,Produto 54026,295.67,13
54027,Produto 54027,134.26,23
54028,Produto 54028,417.6,39
54029,Produto 54029,605.32,47
54030,Produto 54030,594.34,77
54031,Produto 54031,803.49,96
54032,Produto 54032,472.31,88
54033,Produto 54033,891.09,39
54034,Produto 54034,500.43,6
54035,Produto 54035,987.48,18
54036,Produto 54036,333.77,35
54037,Produto 54037,468.88,67
54038,Produto 54038,723.05,23
54039,Produto 54039,152.4,61
54040,Produto 54040,959.15,81
54041,Produto 54041,268.34,90
54042,Produto 54042,989.72,28
54043,Produto 54043,381.24,29
54044,Produto 54044,571.63,95
54045,Produto 54045,70.71,44
54046,Produto 54046,662.67,3
54047,Produto 54047,407.97,62
54048,Produto 54048,662.39,55
54049,Produto 54049,926.09,39
54050,Produto 54050,180.08,15
54051,Produto 54051,455.39,62
54052,Produto 54052,387.37,83
54053,Produto 54053,290.86,36
54054,Produto 54054,488.31,97
54055,Produto 54055,481.37,85
54056,Produto 54056,720.02,48
54057,Produto 54057,82.42,58
54058,Produto 54058,219.49,71
54059,Produto 54059,374.65,47
54060,Produto 54060,300.23,39
54061,Produto 54061,466.71,22
54062,Produto 54062,787.84,94
54063,Produto 54063,397.64,77
54064,Produto 54064,405.03,55
54065,Produto 54065,634.53,56
54066,Produto 54066,940.23,15
54067,Produto 54067,952.25,91
54068,Produto 54068,614.74,73
54069,Produto 54069,345.67,40
54070,Produto 54070,882.77,71
54071,Produto 54071,638.54,32
54072,Produto 54072,526.78,54
54073,Produto 54073,82.58,55
54074,Produto 54074,497.53,78
54075,Produto 54075,964.0,71
54076,Produto 54076,101.11,78
54077,Produto 54077,999.65,91
54078,Produto 54078,781.66,11
54079,Produto 54079,17.32,85
54080,Produto 54080,974.33,35
54081,Produto 54081,426.62,54
54082,Produto 54082,894.78,80
54083,Produto 54083,286.91,84
54084,Produto 54084,624.41,23
54085,Produto 54085,255.6,55
54086,Produto 54086,348.06,92
54087,Produto 54087,819.67,43
54088,Produto 54088,267.29,27
54089,Produto 54089,175.03,12
54090,Produto 54090,296.35,19
54091,Produto 54091,525.01,11
54092,Produto 54092,876.75,20
54093,Produto 54093,582.91,1
54094,Produto 54094,329.46,32
54095,Produto 54095,949.99,76
54096,Produto 54096,540.33,99
54097,Produto 54097,538.77,28
54098,Produto 54098,406.51,66
54099,Produto 54099,54.0,68
54100,Produto 54100,992.86,76
54101,Produto 54101,98.99,28
54102,Produto 54102,222.56,66
54103,Produto 54103,570.57,93
54104,Produto 54104,897.19,42
54105,Produto 54105,481.45,73
54106,Produto 54106,58.92,62
54107,Produto 54107,678.74,22
54108,Produto 54108,355.06,89
54109,Produto 54109,678.27,73
54110,Produto 54110,307.77,38
54111,Produto 54111,457.46,84
54112,Produto 54112,744.15,80
54113,Produto 54113,185.8,95
54114,Produto 54114,930.3,79
54115,Produto 54115,323.09,81
54116,Produto 54116,487.94,89
54117,Produto 54117,123.56,77
54118,Produto 54118,422.93,52
54119,Produto 54119,879.05,58
54120,Produto 54120,92.7,20
54121,Produto 54121,320.73,56
54122,Produto 54122,444.83,74
54123,Produto 54123,443.0,30
54124,Produto 54124,503.39,88
54125,Produto 54125,270.37,26
54126,Produto 54126,503.02,19
54127,Produto 54127,760.46,1
54128,Produto 54128,514.68,53
54129,Produto 54129,322.54,35
54130,Produto 54130,734.86,93
54131,Produto 54131,344.12,63
54132,Produto 54132,804.8,48
54133,Produto 54133,147.94,80
54134,Produto 54134,499.21,61
54135,Produto 54135,354.03,2
54136,Produto 54136,298.34,20
54137,Produto 54137,681.44,30
54138,Produto 54138,966.7,3
54139,Produto 54139,401.73,68
54140,Produto 54140,123.39,43
54141,Produto 54141,628.59,41
54142,Produto 54142,192.08,78
54143,Produto 54143,551.78,83
54144,Produto 54144,67.67,34
54145,Produto 54145,147.66,13
54146,Produto 54146,533.64,42
54147,Produto 54147,933.79,62
54148,Produto 54148,436.28,91
54149,Produto 54149,389.82,29
54150,Produto 54150,189.78,68
54151,Produto 54151,35.89,14
54152,Produto 54152,587.99,62
54153,Produto 54153,122.07,28
54154,Produto 54154,860.64,10
54155,Produto 54155,147.04,37
54156,Produto 54156,76.18,60
54157,Produto 54157,216.74,53
54158,Produto 54158,662.65,83
54159,Produto 54159,532.97,76
54160,Produto 54160,431.15,40
54161,Produto 54161,707.24,70
54162,Produto 54162,560.38,93
54163,Produto 54163,561.66,42
54164,Produto 54164,348.84,27
54165,Produto 54165,660.92,7
54166,Produto 54166,236.49,88
54167,Produto 54167,855.86,82
54168,Produto 54168,858.09,13
54169,Produto 54169,477.7,23
54170,Produto 54170,112.16,45
54171,Produto 54171,113.25,90
54172,Produto 54172,363.6,38
54173,Produto 54173,102.37,32
54174,Produto 54174,648.82,87
54175,Produto 54175,209.85,90
54176,Produto 54176,690.07,86
54177,Produto 54177,37.85,44
54178,Produto 54178,206.23,34
54179,Produto 54179,954.07,14
54180,Produto 54180,74.41,79
54181,Produto 54181,542.96,76
54182,Produto 54182,456.39,79
54183,Produto 54183,893.27,18
54184,Produto 54184,516.87,10
54185,Produto 54185,199.0,38
54186,Produto 54186,849.87,72
54187,Produto 54187,692.92,53
54188,Produto 54188,756.4,61
54189,Produto 54189,236.48,33
54190,Produto 54190,825.54,95
54191,Produto 54191,657.1,40
54192,Produto 54192,295.49,69
54193,Produto 54193,171.85,69
54194,Produto 54194,265.05,45
54195,Produto 54195,649.82,26
54196,Produto 54196,874.2,60
54197,Produto 54197,102.59,74
54198,Produto 54198,626.19,13
54199,Produto 54199,980.68,86
54200,Produto 54200,895.42,54
54201,Produto 54201,177.04,36
54202,Produto 54202,702.96,30
54203,Produto 54203,38.35,30
54204,Produto 54204,334.96,46
54205,Produto 54205,461.86,26
54206,Produto 54206,655.01,61
54207,Produto 54207,667.84,54
54208,Produto 54208,959.69,45
54209,Produto 54209,821.44,86
54210,Produto 54210,897.82,31
54211,Produto 54211,130.94,55
54212,Produto 54212,693.21,88
54213,Produto 54213,10.09,66
54214,Produto 54214,468.51,53
54215,Produto 54215,65.83,49
54216,Produto 54216,379.06,52
54217,Produto 54217,260.86,76
54218,Produto 54218,849.96,80
54219,Produto 54219,332.16,9
54220,Produto 54220,166.63,85
54221,Produto 54221,782.7,13
54222,Produto 54222,4.01,26
54223,Produto 54223,306.49,69
54224,Produto 54224,730.88,3
54225,Produto 54225,801.21,67
54226,Produto 54226,993.82,16
54227,Produto 54227,913.33,61
54228,Produto 54228,404.96,3
54229,Produto 54229,303.83,14
54230,Produto 54230,775.88,5
54231,Produto 54231,114.17,34
54232,Produto 54232,19.03,34
54233,Produto 54233,884.8,93
54234,Produto 54234,24.38,94
54235,Produto 54235,659.79,35
54236,Produto 54236,411.28,18
54237,Produto 54237,448.89,82
54238,Produto 54238,548.58,12
54239,Produto 54239,877.26,56
54240,Produto 54240,721.39,27
54241,Produto 54241,708.64,100
54242,Produto 54242,678.85,86
54243,Produto 54243,316.98,4
54244,Produto 54244,757.59,93
54245,Produto 54245,798.04,33
54246,Produto 54246,15.5,92
54247,Produto 54247,816.66,56
54248,Produto 54248,254.48,87
54249,Produto 54249,840.68,77
54250,Produto 54250,836.93,69
54251,Produto 54251,155.23,15
54252,Produto 54252,982.87,61
54253,Produto 54253,651.06,26
54254,Produto 54254,240.6,95
54255,Produto 54255,864.52,54
54256,Produto 54256,822.99,56
54257,Produto 54257,878.87,85
54258,Produto 54258,319.02,83
54259,Produto 54259,697.64,62
54260,Produto 54260,817.61,54
54261,Produto 54261,262.71,72
54262,Produto 54262,971.08,45
54263,Produto 54263,588.48,27
54264,Produto 54264,256.04,54
54265,Produto 54265,941.11,59
54266,Produto 54266,109.43,79
54267,Produto 54267,990.32,60
54268,Produto 54268,73.48,86
54269,Produto 54269,286.04,28
54270,Produto 54270,52.87,42
54271,Produto 54271,291.48,49
54272,Produto 54272,37.98,68
54273,Produto 54273,948.19,58
54274,Produto 54274,320.22,5
54275,Produto 54275,360.48,6
54276,Produto 54276,664.6,93
54277,Produto 54277,795.4,73
54278,Produto 54278,600.76,67
54279,Produto 54279,822.75,78
54280,Produto 54280,710.74,84
54281,Produto 54281,662.34,67
54282,Produto 54282,180.37,40
54283,Produto 54283,195.32,55
54284,Produto 54284,168.12,78
54285,Produto 54285,949.61,42
54286,Produto 54286,295.63,59
54287,Produto 54287,808.35,88
54288,Produto 54288,275.35,28
54289,Produto 54289,969.78,20
54290,Produto 54290,338.22,95
54291,Produto 54291,950.05,44
54292,Produto 54292,291.0,6
54293,Produto 54293,614.81,26
54294,Produto 54294,720.38,14
54295,Produto 54295,635.84,24
54296,Produto 54296,223.58,51
54297,Produto 54297,274.27,33
54298,Produto 54298,902.54,4
54299,Produto 54299,375.41,96
54300,Produto 54300,764.42,59
54301,Produto 54301,53.08,29
54302,Produto 54302,518.02,25
54303,Produto 54303,215.95,83
54304,Produto 54304,495.86,65
54305,Produto 54305,748.92,81
54306,Produto 54306,116.22,47
54307,Produto 54307,983.93,53
54308,Produto 54308,168.36,79
54309,Produto 54309,776.25,51
54310,Produto 54310,401.83,27
54311,Produto 54311,589.18,98
54312,Produto 54312,192.39,54
54313,Produto 54313,988.05,97
54314,Produto 54314,465.04,97
54315,Produto 54315,346.13,94
54316,Produto 54316,880.74,75
54317,Produto 54317,411.4,18
54318,Produto 54318,306.02,37
54319,Produto 54319,77.53,90
54320,Produto 54320,797.87,30
54321,Produto 54321,379.88,62
54322,Produto 54322,978.66,34
54323,Produto 54323,522.91,91
54324,Produto 54324,522.74,95
54325,Produto 54325,777.01,97
54326,Produto 54326,563.18,55
54327,Produto 54327,186.47,91
54328,Produto 54328,339.84,100
54329,Produto 54329,660.43,7
54330,Produto 54330,849.83,13
54331,Produto 54331,442.71,49
54332,Produto 54332,515.06,9
54333,Produto 54333,742.41,32
54334,Produto 54334,916.55,68
54335,Produto 54335,580.7,22
54336,Produto 54336,17.73,81
54337,Produto 54337,530.51,7
54338,Produto 54338,718.08,74
54339,Produto 54339,235.43,8
54340,Produto 54340,645.3,28
54341,Produto 54341,982.64,37
54342,Produto 54342,758.96,29
54343,Produto 54343,122.11,2
54344,Produto 54344,132.5,42
54345,Produto 54345,97.32,43
54346,Produto 54346,226.8,21
54347,Produto 54347,969.02,20
54348,Produto 54348,987.97,56
54349,Produto 54349,482.63,77
54350,Produto 54350,6.99,84
54351,Produto 54351,744.27,23
54352,Produto 54352,183.99,92
54353,Produto 54353,311.96,38
54354,Produto 54354,351.01,18
54355,Produto 54355,632.8,48
54356,Produto 54356,497.64,89
54357,Produto 54357,401.15,98
54358,Produto 54358,370.5,79
54359,Produto 54359,190.35,1
54360,Produto 54360,936.08,92
54361,Produto 54361,386.41,47
54362,Produto 54362,292.96,78
54363,Produto 54363,245.08,91
54364,Produto 54364,426.39,54
54365,Produto 54365,414.8,85
54366,Produto 54366,549.87,59
54367,Produto 54367,251.94,76
54368,Produto 54368,893.76,3
54369,Produto 54369,588.77,92
54370,Produto 54370,652.38,19
54371,Produto 54371,412.43,35
54372,Produto 54372,58.38,86
54373,Produto 54373,884.84,92
54374,Produto 54374,465.85,53
54375,Produto 54375,928.55,12
54376,Produto 54376,91.67,93
54377,Produto 54377,940.08,85
54378,Produto 54378,925.18,2
54379,Produto 54379,200.11,25
54380,Produto 54380,573.57,44
54381,Produto 54381,802.57,64
54382,Produto 54382,454.48,55
54383,Produto 54383,294.86,71
54384,Produto 54384,855.51,28
54385,Produto 54385,237.49,48
54386,Produto 54386,577.79,82
54387,Produto 54387,267.63,83
54388,Produto 54388,422.29,88
54389,Produto 54389,937.93,87
54390,Produto 54390,540.2,69
54391,Produto 54391,383.3,21
54392,Produto 54392,19.58,43
54393,Produto 54393,142.58,96
